2026-03-10T15:10:48.911Z,0,0,0,0
2026-03-10T15:46:36.394Z,0,0,0,0

2026-03-10T15:46:54.088Z,0,0,0,0

2026-03-10T15:47:04.107Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:47:14.128Z,0,0,0,0

2026-03-10T15:47:24.145Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:47:34.155Z,0,0,0,0

2026-03-10T15:47:44.149Z,0,0,0,0

2026-03-10T15:47:54.186Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:48:04.154Z,0,0,0,0

2026-03-10T15:48:14.192Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:48:24.181Z,0,0,0,0

2026-03-10T15:48:34.211Z,0,0,0,0

2026-03-10T15:48:44.220Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:48:54.226Z,0,0,0,0

2026-03-10T15:49:04.200Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:49:14.216Z,0,0,0,0

2026-03-10T15:49:24.256Z,0,0,0,0

2026-03-10T15:49:34.261Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:49:44.245Z,0,0,0,0

2026-03-10T15:49:54.261Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:50:04.260Z,0,0,0,0

2026-03-10T15:50:14.278Z,0,0,0,0

2026-03-10T15:50:24.281Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:50:34.270Z,0,0,0,0

2026-03-10T15:50:44.292Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:50:54.292Z,0,0,0,0

2026-03-10T15:51:04.294Z,0,0,0,0

2026-03-10T15:51:14.313Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:51:24.310Z,0,0,0,0

2026-03-10T15:51:34.338Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:51:44.338Z,0,0,0,0

2026-03-10T15:51:54.368Z,0,0,0,0

2026-03-10T15:52:04.373Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:52:14.376Z,0,0,0,0

2026-03-10T15:52:24.370Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:52:34.377Z,0,0,0,0

2026-03-10T15:52:44.394Z,0,0,0,0

2026-03-10T15:52:54.404Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:53:04.410Z,0,0,0,0

2026-03-10T15:53:14.406Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:53:24.432Z,0,0,0,0

2026-03-10T15:53:34.425Z,0,0,0,0

2026-03-10T15:53:44.428Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:53:54.444Z,0,0,0,0

2026-03-10T15:54:04.434Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:54:14.455Z,0,0,0,0

2026-03-10T15:54:24.449Z,0,0,0,0

2026-03-10T15:54:34.470Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:54:44.461Z,0,0,0,0

2026-03-10T15:54:54.461Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:55:04.484Z,0,0,0,0

2026-03-10T15:55:14.493Z,0,0,0,0

2026-03-10T15:55:24.504Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:55:34.500Z,0,0,0,0

2026-03-10T15:55:44.524Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:55:54.526Z,0,0,0,0

2026-03-10T15:56:04.538Z,0,0,0,0

2026-03-10T15:56:14.533Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:56:24.555Z,0,0,0,0

2026-03-10T15:56:34.562Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:56:44.572Z,0,0,0,0

2026-03-10T15:56:54.566Z,0,0,0,0

2026-03-10T15:57:04.581Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:57:14.599Z,0,0,0,0

2026-03-10T15:57:24.594Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:57:34.620Z,0,0,0,0

2026-03-10T15:57:44.606Z,0,0,0,0

2026-03-10T15:57:54.630Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:58:04.632Z,0,0,0,0

2026-03-10T15:58:14.637Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:58:24.630Z,0,0,0,0

2026-03-10T15:58:34.660Z,0,0,0,0

2026-03-10T15:58:44.645Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:58:54.668Z,0,0,0,0

2026-03-10T15:59:04.662Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:59:14.683Z,0,0,0,0

2026-03-10T15:59:24.687Z,0,0,0,0

2026-03-10T15:59:34.699Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T15:59:44.715Z,0,0,0,0

2026-03-10T15:59:54.724Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:00:04.712Z,0,0,0,0

2026-03-10T16:00:14.733Z,0,0,0,0

2026-03-10T16:00:24.730Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:00:34.745Z,0,0,0,0

2026-03-10T16:00:44.753Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:00:54.758Z,0,0,0,0

2026-03-10T16:01:04.777Z,0,0,0,0

2026-03-10T16:01:14.782Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:01:24.786Z,0,0,0,0

2026-03-10T16:01:34.794Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:01:44.794Z,0,0,0,0

2026-03-10T16:01:54.815Z,0,0,0,0

2026-03-10T16:02:04.800Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:02:14.805Z,0,0,0,0

2026-03-10T16:02:24.808Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:02:34.827Z,0,0,0,0

2026-03-10T16:02:44.831Z,0,0,0,0

2026-03-10T16:02:54.842Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:03:04.849Z,0,0,0,0

2026-03-10T16:03:14.854Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:03:24.868Z,0,0,0,0

2026-03-10T16:03:34.863Z,0,0,0,0

2026-03-10T16:03:44.879Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:03:54.894Z,0,0,0,0

2026-03-10T16:04:04.898Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:04:14.900Z,0,0,0,0

2026-03-10T16:04:24.906Z,0,0,0,0

2026-03-10T16:04:34.914Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:04:44.928Z,0,0,0,0

2026-03-10T16:04:54.936Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:05:04.927Z,0,0,0,0

2026-03-10T16:05:14.946Z,0,0,0,0

2026-03-10T16:05:24.953Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:05:34.954Z,0,0,0,0

2026-03-10T16:05:44.964Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:05:54.968Z,0,0,0,0

2026-03-10T16:06:04.982Z,0,0,0,0

2026-03-10T16:06:14.977Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:06:24.994Z,0,0,0,0

2026-03-10T16:06:34.995Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:06:45.005Z,0,0,0,0

2026-03-10T16:06:55.037Z,0,0,0,0

2026-03-10T16:07:05.034Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:07:15.064Z,0,0,0,0

2026-03-10T16:07:25.070Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:07:35.060Z,0,0,0,0

2026-03-10T16:07:45.064Z,0,0,0,0

2026-03-10T16:07:55.087Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:08:05.079Z,0,0,0,0

2026-03-10T16:08:15.087Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:08:25.111Z,0,0,0,0

2026-03-10T16:08:35.114Z,0,0,0,0

2026-03-10T16:08:45.099Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:08:55.119Z,0,0,0,0

2026-03-10T16:09:05.133Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:09:15.136Z,0,0,0,0

2026-03-10T16:09:25.135Z,0,0,0,0

2026-03-10T16:09:35.151Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:09:45.170Z,0,0,0,0

2026-03-10T16:09:55.170Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:10:05.182Z,0,0,0,0

2026-03-10T16:10:15.191Z,0,0,0,0

2026-03-10T16:10:25.193Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:10:35.184Z,0,0,0,0

2026-03-10T16:10:45.196Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:10:55.227Z,0,0,0,0

2026-03-10T16:11:05.237Z,0,0,0,0

2026-03-10T16:11:15.248Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:11:25.264Z,0,0,0,0

2026-03-10T16:11:35.272Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:11:45.285Z,0,0,0,0

2026-03-10T16:11:55.298Z,0,0,0,0

2026-03-10T16:12:05.305Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:12:15.316Z,0,0,0,0

2026-03-10T16:12:25.333Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:12:35.335Z,0,0,0,0

2026-03-10T16:12:45.321Z,0,0,0,0

2026-03-10T16:12:55.331Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:13:05.356Z,0,0,0,0

2026-03-10T16:13:15.359Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:13:25.362Z,0,0,0,0

2026-03-10T16:13:35.375Z,0,0,0,0

2026-03-10T16:13:45.368Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:13:55.391Z,0,0,0,0

2026-03-10T16:14:05.374Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:14:15.384Z,0,0,0,0

2026-03-10T16:14:25.409Z,0,0,0,0

2026-03-10T16:14:35.404Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:14:45.430Z,0,0,0,0

2026-03-10T16:14:55.428Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:15:05.439Z,0,0,0,0

2026-03-10T16:15:15.453Z,0,0,0,0

2026-03-10T16:15:25.471Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:15:35.459Z,0,0,0,0

2026-03-10T16:15:45.475Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:15:55.482Z,0,0,0,0

2026-03-10T16:16:05.497Z,0,0,0,0

2026-03-10T16:16:15.518Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:16:25.519Z,0,0,0,0

2026-03-10T16:16:35.527Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:16:45.519Z,0,0,0,0

2026-03-10T16:16:55.523Z,0,0,0,0

2026-03-10T16:17:05.538Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:17:15.583Z,0,0,0,0

2026-03-10T16:17:25.596Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:17:35.575Z,0,0,0,0

2026-03-10T16:17:45.586Z,0,0,0,0

2026-03-10T16:17:55.619Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:18:05.622Z,0,0,0,0

2026-03-10T16:18:15.618Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:18:25.644Z,0,0,0,0

2026-03-10T16:18:35.637Z,0,0,0,0

2026-03-10T16:18:45.633Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:18:55.638Z,0,0,0,0

2026-03-10T16:19:05.630Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:19:15.664Z,0,0,0,0

2026-03-10T16:19:25.638Z,0,0,0,0

2026-03-10T16:19:35.671Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:19:45.666Z,0,0,0,0

2026-03-10T16:19:55.677Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:20:05.686Z,0,0,0,0

2026-03-10T16:20:15.700Z,0,0,0,0

2026-03-10T16:20:25.710Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:20:35.719Z,0,0,0,0

2026-03-10T16:20:45.718Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:20:55.720Z,0,0,0,0

2026-03-10T16:21:05.733Z,0,0,0,0

2026-03-10T16:21:15.727Z,0,0,0,0

`timestamp,reg0,reg1,reg2,reg3\n`
2026-03-10T16:21:25.739Z,0,0,0,0

